name,FC,log2FC,pval,p_adjust
lon-3,1.065850857,0.092005578,0.158120194,0.454228589
lsrR_2,0.764814346,-0.38681851,0.163193191,0.454228589
luxR,1.014843593,0.021257398,0.157938849,0.454228589
lvhB5,1.03983838,0.056359311,0.162014473,0.454228589
malK,1.030293389,0.043055222,0.161117639,0.454228589
mamA,1.082136723,0.113882789,0.157762212,0.454228589
mesE,1.020177311,0.02881992,0.158785488,0.454228589
mez,1.018466098,0.026397957,0.163565043,0.454228589
mgrA,1.01186475,0.017016466,0.162058065,0.454228589
mnhE2,1.032050266,0.045513239,0.161685375,0.454228589
modB,1.265957704,0.340229205,0.148893774,0.454228589
modF,1.066368337,0.092705849,0.155395177,0.454228589
moxR2,1.047766324,0.067316999,0.161429902,0.454228589
mraY2,1.067837446,0.094692047,0.161288042,0.454228589
mrpD,1.039193883,0.055464844,0.164080762,0.454228589
narP,1.03574784,0.050672812,0.164325983,0.454228589
nikD,1.026218296,0.037337652,0.163750708,0.454228589
nreC,1.024527271,0.034958387,0.16002153,0.454228589
nudC_1,1.021799747,0.031112484,0.160196529,0.454228589
oatA,1.208418781,0.273120512,0.16098701,0.454228589
ompR2,1.06214706,0.086983529,0.159173476,0.454228589
opgD,1.086158018,0.119234006,0.160411174,0.454228589
pat,-0.819412955,NA,0.161011098,0.454228589
pbpX,1.377174445,0.461711315,0.161393877,0.454228589
pdp,1.083790405,0.11608578,0.159512736,0.454228589
pelY,0.263271153,-1.925378641,0.158790081,0.454228589
pgaC,1.012572265,0.018024873,0.158192366,0.454228589
phaG,1.063050378,0.088209968,0.16068757,0.454228589
pic,1.015803383,0.022621184,0.158889761,0.454228589
pilL,1.084032296,0.116407739,0.157763888,0.454228589
pmbA,0.485165037,-1.043452509,0.15926212,0.454228589
pox1,1.076925284,0.106918161,0.158125602,0.454228589
ppx,-6.676133555,NA,0.153490686,0.454228589
pqqB,1.029111033,0.041398646,0.157811872,0.454228589
pslJ,1.032777757,0.046529835,0.157847748,0.454228589
pspF,1.06520531,0.091131525,0.161193862,0.454228589
pulA2,1.031203491,0.044329052,0.158376497,0.454228589
purH,0.257224044,-1.958902591,0.14782512,0.454228589
purH2,1.012285696,0.017616518,0.163351029,0.454228589
purM,0.013565977,-6.203863277,0.158139005,0.454228589
putR,1.045052028,0.063574769,0.158764553,0.454228589
rafA,1.022748817,0.032451868,0.162781079,0.454228589
rarA,0.32645448,-1.615046255,0.152874039,0.454228589
regR,1.053813157,0.075619097,0.148788579,0.454228589
rlmCD,1.010081883,0.01447225,0.158138563,0.454228589
rpsO,3.974480133,1.990766167,0.163359368,0.454228589
rsuA1,1.053701418,0.075466116,0.16237041,0.454228589
rtcA,1.063032252,0.088185368,0.159677811,0.454228589
serD,1.010179742,0.014612015,0.164169178,0.454228589
sitC,1.074911549,0.10421795,0.155657159,0.454228589
slp,1.038060201,0.053890113,0.159603723,0.454228589
sodB,1.06280492,0.087876812,0.157784425,0.454228589
speD,1.051816202,0.072882625,0.164236669,0.454228589
strH,1.015238477,0.021818653,0.158090277,0.454228589
suhB_2,1.066083623,0.092320606,0.157805848,0.454228589
thiX,1.04431799,0.062561073,0.157769515,0.454228589
thyX,1.015534609,0.022239407,0.158971754,0.454228589
trxC,1.03102354,0.044077272,0.161824377,0.454228589
ubiC,1.017638687,0.025225423,0.159214741,0.454228589
uspF,1.013888045,0.019898357,0.159839467,0.454228589
uxaB,1.011811706,0.016940836,0.157787808,0.454228589
vacJ,1.075330904,0.104780678,0.160365289,0.454228589
vraR,1.085589829,0.118479109,0.151197809,0.454228589
vraS,1.067679041,0.094478018,0.16308886,0.454228589
wcnD,1.024900633,0.035484044,0.164295859,0.454228589
wecB,1.021067043,0.030077596,0.159227183,0.454228589
xenB,1.046425711,0.065469895,0.163701255,0.454228589
xthA2,1.060487407,0.08472749,0.163651943,0.454228589
yaeJ,1.022884948,0.032643882,0.158913191,0.454228589
ybaL_1,1.015846242,0.022682052,0.157928668,0.454228589
ybhE,1.029542509,0.042003399,0.162707004,0.454228589
ybhP,1.008538476,0.012266124,0.15927107,0.454228589
ycbJ,1.063044362,0.088201803,0.16150161,0.454228589
ydaF_1,1.029256879,0.041603091,0.154738449,0.454228589
ydiB,1.068752133,0.0959273,0.159504014,0.454228589
yeaZ,0.118675749,-3.074902945,0.162240729,0.454228589
yejE,1.069048104,0.096326772,0.160000419,0.454228589
yfcZ,1.062404357,0.087332968,0.160616668,0.454228589
yfkA,1.12768361,0.173362353,0.158598383,0.454228589
ygiF,1.055561927,0.07801122,0.158976278,0.454228589
yhbY,1.013983036,0.020033516,0.163295805,0.454228589
yidB,1.06637645,0.092716825,0.158956707,0.454228589
yidK,0.581641472,-0.781797955,0.152321185,0.454228589
yihD,1.024135744,0.03440695,0.158218523,0.454228589
yihX,1.03652825,0.051759436,0.1479278,0.454228589
yijE,1.023915523,0.034096692,0.159528909,0.454228589
yjiR,1.074558376,0.10374386,0.151548283,0.454228589
yjjQ,1.060286702,0.084454423,0.157920512,0.454228589
ykgC,1.034758725,0.049294414,0.159721718,0.454228589
yncD,1.414436295,0.500227201,0.162326257,0.454228589
ypcP,1.04112143,0.058138345,0.157864478,0.454228589
yqeK,1.179334681,0.237973196,0.15675449,0.454228589
yqgF,1.035792499,0.050735016,0.16382227,0.454228589
yraR,1.015475014,0.022154742,0.158960101,0.454228589
ytfL,1.054024183,0.075907967,0.160139481,0.454228589
ywfM,1.05290613,0.074376821,0.160998597,0.454228589
yycI,0.729010953,-0.455987605,0.162130756,0.454228589
EFB1,1.018644558,0.02665073,0.167905459,0.454235529
MA20_16090,1.04090604,0.057839847,0.166844867,0.454235529
SKI2,0.130760876,-2.934997144,0.165620592,0.454235529
XK27_09825,0.569959626,-0.811068368,0.167660549,0.454235529
aphA,-0.56404741,NA,0.166527657,0.454235529
catB,1.069862661,0.097425609,0.166780324,0.454235529
cbiKp,1.06113467,0.085607762,0.167628623,0.454235529
cspD,1.012895703,0.018485628,0.164657217,0.454235529
dgs,1.02212944,0.031577907,0.165647739,0.454235529
eco,1.069235013,0.096578985,0.165115095,0.454235529
fleN,1.037384146,0.052950227,0.167154301,0.454235529
gmk2,1.038059974,0.053889798,0.16694405,0.454235529
gntR,1.023557603,0.033592296,0.166223576,0.454235529
kduD1,1.049118971,0.069178291,0.164820952,0.454235529
kup,1.323526179,0.404386731,0.164629966,0.454235529
larC,1.012748908,0.018276529,0.165558587,0.454235529
odx,1.063029656,0.088181846,0.164784181,0.454235529
pbpX2,1.05520614,0.077524864,0.167989467,0.454235529
pilX,1.45040772,0.536458509,0.16742614,0.454235529
pks13,1.134910213,0.182578165,0.164957594,0.454235529
pobA,1.046359109,0.065378068,0.167847048,0.454235529
porG,1.040948091,0.057898127,0.164859784,0.454235529
pqqC,1.051456788,0.07238956,0.166951984,0.454235529
prpF,1.024400354,0.034779657,0.166563166,0.454235529
ptsN,1.058223856,0.081644846,0.167966357,0.454235529
purB,0.628756434,-0.669426838,0.167774414,0.454235529
sat,1.016380424,0.023440494,0.166077439,0.454235529
sigB,1.025952124,0.03696341,0.166876867,0.454235529
skp,1.025574787,0.0364327,0.165748012,0.454235529
soxV,1.061899349,0.086647028,0.168008155,0.454235529
spxA,1.010626087,0.015249325,0.165635933,0.454235529
thiJ,1.140509862,0.189678922,0.166276673,0.454235529
trmH,0.295357912,-1.759463837,0.166325077,0.454235529
tusB,1.025819994,0.036777596,0.167809997,0.454235529
xdhA,1.027518596,0.039164504,0.166832143,0.454235529
xylF,1.053968074,0.075831167,0.165135287,0.454235529
ybdG,1.011203671,0.016073606,0.165333762,0.454235529
ycjG,1.053789434,0.07558662,0.166485418,0.454235529
yhbQ,1.043357422,0.061233465,0.167255875,0.454235529
yhjY,1.048092289,0.067765758,0.1661568,0.454235529
ykpB,1.055925662,0.078508271,0.167739559,0.454235529
yqgE,1.028662788,0.040770121,0.168095849,0.454235529
ttrS,1.058568098,0.082114081,0.168360979,0.454466951
ydeU,1.031522115,0.044774752,0.168329716,0.454466951
URA9,1.031495304,0.044737254,0.169790679,0.454610101
Z012_00180,1.028145501,0.040044446,0.169951731,0.454610101
Z012_01240,1.046653537,0.065783961,0.169981754,0.454610101
arsC,1.030043737,0.042705597,0.168645536,0.454610101
ate,1.072133549,0.100484624,0.169299377,0.454610101
carB,0.751254135,-0.412627068,0.168622458,0.454610101
glcU,0.520123088,-0.943075014,0.170029923,0.454610101
icmK,1.049125393,0.069187121,0.170003773,0.454610101
mexF,1.565860536,0.646955724,0.168969397,0.454610101
ogt,3.582571291,1.840995414,0.168817731,0.454610101
rpsP,7.533667581,2.913352377,0.169595448,0.454610101
ruvB,2.048278621,1.034411974,0.169224415,0.454610101
tomB,1.032694006,0.046412838,0.169417902,0.454610101
tusD,1.038257409,0.054164166,0.169876795,0.454610101
xseB,-0.430060631,NA,0.169262369,0.454610101
ybfG,1.012274328,0.017600316,0.169589135,0.454610101
ygiC,1.023027631,0.032845111,0.169562264,0.454610101
yumC,1.011049213,0.015853222,0.169313856,0.454610101
VY92_08075,1.026892555,0.038285239,0.170303102,0.454731245
garA,1.03844657,0.054426989,0.170465423,0.454731245
hisJ,1.054267026,0.07624032,0.170252552,0.454731245
lip1,1.050376955,0.07090717,0.170524217,0.454731245
rplJ,6.466082463,2.692891907,0.170448953,0.454731245
phaD,1.029578064,0.042053221,0.170836212,0.455323463
ydcJ,1.04285453,0.060537928,0.170938175,0.45535556
yhhW_1,1.030260012,0.043008483,0.171076624,0.455484766
sugD,1.01878119,0.026844228,0.171170154,0.455494304
yrzL,1.036466054,0.051672866,0.171456217,0.456015906
Z012_09410,1.783107742,0.834393879,0.17179744,0.456134022
ttg2B,0.513665444,-0.961099072,0.171870003,0.456134022
ybaN,1.029910188,0.042518534,0.171834495,0.456134022
ycgL,1.017053604,0.024395719,0.171869538,0.456134022
yhcH,0.807030189,-0.309305454,0.171950997,0.456134022
csm3,1.012707452,0.018217473,0.172246001,0.45663842
pgaB,1.05869333,0.082284747,0.172321489,0.45663842
ubiB,2.169583843,1.11741834,0.172542599,0.456985211
Z012_10880,1.027583826,0.039256088,0.172665529,0.457071739
MON1,1.028541965,0.040600658,0.173014887,0.457518218
arsH,1.041136881,0.058159755,0.172982412,0.457518218
yubA,1.055140985,0.077435781,0.173171591,0.457693599
rna,1.070586171,0.098400922,0.174405595,0.460714625
CCR4,1.021152551,0.030198407,0.176625755,0.46113687
RRP5,1.014529097,0.020810243,0.175998825,0.46113687
THI6,0.138742698,-2.849516252,0.178642514,0.46113687
TPI1,1.031629414,0.044924813,0.177130383,0.46113687
Z012_00610,1.023150259,0.033018034,0.1764902,0.46113687
Z012_02545,1.035119286,0.049797032,0.175038665,0.46113687
aer,1.027327085,0.038895587,0.17487372,0.46113687
bfmBB,1.025895183,0.036883337,0.178049155,0.46113687
citX,0.689519104,-0.536337571,0.178081764,0.46113687
csiR,1.055799015,0.078335225,0.176976279,0.46113687
fdnH,1.024106414,0.034365632,0.176526096,0.46113687
fdsA,1.023417625,0.033394984,0.178716029,0.46113687
ftnB,1.019877115,0.028395333,0.178574996,0.46113687
gspF,1.026052165,0.03710408,0.176712794,0.46113687
hflX,0.393226232,-1.346568529,0.17875428,0.46113687
hsd4B,1.03112269,0.044216004,0.177279606,0.46113687
ilvD,0.625456456,-0.677018646,0.178002217,0.46113687
ilvN,1.008082046,0.011613063,0.175883705,0.46113687
ispH,0.032134447,-4.959735565,0.178555827,0.46113687
leuA2,1.022811946,0.032540915,0.174764002,0.46113687
licB,-4.677674523,NA,0.175155703,0.46113687
lldP,1.027017234,0.038460392,0.176389476,0.46113687
lpxH,2.141503711,1.098624177,0.175720872,0.46113687
maa,1.100830678,0.138592581,0.175932664,0.46113687
mapZ,1.013110126,0.018791005,0.178218135,0.46113687
nanE,1.194661713,0.256602154,0.175760715,0.46113687
nlr,-0.442410239,NA,0.178201374,0.46113687
oadA,1.027308024,0.038868819,0.178024689,0.46113687
ohrR,3.558996807,1.831470639,0.175037661,0.46113687
parE,0.244968213,-2.029333537,0.174786105,0.46113687
pgpB3,0.524482555,-0.931033306,0.176473802,0.46113687
pilF,1.056380756,0.079129926,0.178024161,0.46113687
putP,1.411029698,0.496748353,0.176274407,0.46113687
rapZ,1.038927001,0.055094288,0.178671728,0.46113687
rns,1.036262463,0.051389453,0.175891865,0.46113687
rpiA,1.013366063,0.01915542,0.178670034,0.46113687
sdrA,-0.912335337,NA,0.175255062,0.46113687
sgaU,0.458217368,-1.125895953,0.175946495,0.46113687
srpH,1.063637026,0.089005904,0.176674391,0.46113687
sspC,1.011662454,0.016728009,0.176839512,0.46113687
ybaK,1.038732114,0.054823635,0.177386478,0.46113687
yddM,1.062489779,0.087448962,0.178618992,0.46113687
yeaG,1.050829259,0.071528276,0.178434173,0.46113687
yegS,1.052824912,0.074265531,0.176469687,0.46113687
ykrP,1.014217921,0.020367672,0.177230859,0.46113687
yurR,-0.343969798,NA,0.177344851,0.46113687
IML1,0.22983383,-2.121336925,0.178881776,0.461154758
bclA_1,1.066341616,0.092669698,0.179398672,0.461154758
licT,1.026162061,0.037258593,0.17937545,0.461154758
mrdA,0.15694304,-2.671687045,0.179331252,0.461154758
otsB,1.066158759,0.092422282,0.179181841,0.461154758
pilG,1.018918228,0.027038274,0.179301488,0.461154758
thrS,0.740651921,-0.433132405,0.179162206,0.461154758
xylA,0.067505119,-3.88885928,0.179552597,0.461316261
asrA,1.015856058,0.022695994,0.179720186,0.461340267
degV,1.141217236,0.190573441,0.179783909,0.461340267
tagG,1.051477171,0.072417528,0.179835246,0.461340267
GAL7,0.63880657,-0.646548944,0.180305854,0.461486183
msiK,1.980512115,0.985873527,0.180088581,0.461486183
rpmD,1.015933136,0.022805454,0.180136453,0.461486183
yccF,1.023340889,0.033286807,0.180347779,0.461486183
ydhF,0.128751228,-2.957341907,0.180254318,0.461486183
RPT1,1.017226204,0.024640532,0.18054064,0.461513277
Z012_10420,1.02651566,0.037755637,0.180516285,0.461513277
paaE,1.041761575,0.05902513,0.181082785,0.462393059
yafJ,1.009702863,0.013930797,0.181250044,0.462393059
yaiL,1.048129843,0.06781745,0.181189074,0.462393059
ydgA,1.048137488,0.067827973,0.181161958,0.462393059
gtfA,1.032474733,0.046106476,0.181577784,0.46277681
mbl,1.024498861,0.03491838,0.181948782,0.46277681
mutT4,1.016210318,0.023199018,0.181752381,0.46277681
pgs1,1.01573407,0.022522739,0.181872364,0.46277681
rutB,1.055147579,0.077444797,0.181884818,0.46277681
tctA4,1.051931726,0.073041072,0.181865569,0.46277681
cysS,1.819722363,0.863718354,0.182447949,0.463776138
lptG,1.508037007,0.592671833,0.18255724,0.463776138
qmoA,1.024443874,0.034840946,0.182616434,0.463776138
pho,1.043551622,0.061501969,0.182888299,0.464233758
MA20_18155,1.043694168,0.061699023,0.182994872,0.464271559
Z012_07515,-285.6795206,NA,0.183395805,0.464448056
fldA,1.03173769,0.045076225,0.183363577,0.464448056
istA,1.014784197,0.021172958,0.183324153,0.464448056
mtgA,1.373546962,0.457906237,0.183593481,0.464448056
romA,1.012170998,0.017453042,0.183706449,0.464448056
rubB,1.057031398,0.080018231,0.183651995,0.464448056
yugI,1.018259114,0.026104727,0.183443771,0.464448056
IFR1,1.061272355,0.085794943,0.184150689,0.465106778
leuE_1,0.381380421,-1.390697313,0.184150612,0.465106778
yniB,0.558208085,-0.841125074,0.184247836,0.465120161
tppB,0.811675853,-0.3010244,0.184635625,0.465866869
HSP104,1.034090326,0.048362208,0.185034022,0.466069323
ccrA,1.064977535,0.090822998,0.184931447,0.466069323
macB1,1.054054861,0.075949958,0.185084006,0.466069323
virB11,1.022310306,0.03183317,0.184951355,0.466069323
ivd,1.033656727,0.047757152,0.185510992,0.46668041
pfoR,-13.2229019,NA,0.185463366,0.46668041
MAL6,1.021435051,0.030597472,0.185905097,0.467154961
bioW,1.014313494,0.020503615,0.186095875,0.467154961
cheR,1.059382137,0.083223088,0.18621257,0.467154961
esxA,1.013545419,0.019410741,0.186209562,0.467154961
htrB,1.050253632,0.070737775,0.186038265,0.467154961
zraS,1.153006509,0.205400658,0.186253133,0.467154961
gsp,1.023218206,0.03311384,0.186388805,0.467263817
cbiQ,1.026650943,0.037945755,0.186988868,0.467552094
cskE,1.078810703,0.10944174,0.18761226,0.467552094
dmnB,1.031176019,0.044290618,0.18729565,0.467552094
gatB,0.655079957,-0.610257088,0.187521278,0.467552094
grxD,1.044321049,0.062565299,0.187540381,0.467552094
gsiD1,1.042643136,0.060245453,0.186821481,0.467552094
mutH,1.056555233,0.079368188,0.186712356,0.467552094
rfaE1,1.030161549,0.042870597,0.187704069,0.467552094
sprA,-3.099823425,NA,0.187351464,0.467552094
whiB,1.888642557,0.917349684,0.186944081,0.467552094
yfeX,0.150503814,-2.732128048,0.187425328,0.467552094
yneR,1.025240808,0.035962808,0.187443802,0.467552094
yycF,1.041359705,0.058468488,0.18700229,0.467552094
IV02_22125,0.786500623,-0.346480187,0.188128331,0.468378499
mltC,1.013855622,0.01985222,0.188247279,0.468444334
Z012_09610,1.051383016,0.072288335,0.188533139,0.468695051
ctrA,1.043796097,0.061839912,0.1884548,0.468695051
draG,1.024202963,0.034501638,0.188935125,0.469233679
mtlA,-0.848693582,NA,0.188929432,0.469233679
fabF_2,1.067013096,0.093577883,0.18931846,0.469438946
gltS2,1.276764314,0.352492233,0.189154333,0.469438946
traG_1,1.273111455,0.348358726,0.189228366,0.469438946
ulaB,1.020059297,0.02865302,0.18938858,0.469438946
ccoQ,1.030331682,0.043108842,0.18987329,0.469950313
yfbB,1.013397632,0.019200363,0.189787813,0.469950313
ygfF,1.062340776,0.087246625,0.189834716,0.469950313
RPS18,1.045533737,0.064239614,0.190206584,0.470545257
SO1372,0.829216434,-0.270179386,0.190374933,0.470731767
ybfF,1.059654271,0.08359364,0.190747263,0.471070686
yciA,1.017387697,0.024869553,0.19079107,0.471070686
ydcO,1.047693265,0.067216398,0.190612534,0.471070686
ugtP,1.12804726,0.173827511,0.190994591,0.471343377
nirH,1.051339537,0.072228673,0.191570769,0.472535008
GPD1,1.032414145,0.046021813,0.192615624,0.474880975
dgoK,1.066798626,0.093287871,0.192799763,0.47510365
epsIIG,1.013887727,0.019897904,0.193058939,0.475510927
ydgJ,1.035426594,0.050225278,0.193346871,0.475988602
rfaH,1.042593482,0.060176746,0.193552251,0.476262683
argH,29.58320745,4.886706575,0.194655331,0.47666083
bepA,-0.006497126,NA,0.194458087,0.47666083
bztA,1.042878362,0.060570896,0.194008868,0.47666083
cbrD,0.631864507,-0.662312866,0.194195233,0.47666083
ldhD,1.009977296,0.014322862,0.194582464,0.47666083
mccA,1.02714371,0.038638046,0.193967399,0.47666083
pepDA,1.018349506,0.026232792,0.194417427,0.47666083
ybbF,1.172041845,0.229024079,0.194467939,0.47666083
yfbT,1.011102761,0.01592963,0.194313548,0.47666083
yggU,1.069983804,0.097588959,0.194031008,0.47666083
Z012_10245,1.036932886,0.052322521,0.195056636,0.476951621
cppA,1.043163831,0.060965754,0.195047075,0.476951621
vdlD,1.044027432,0.06215962,0.195050111,0.476951621
hsp1,1.040860272,0.05777641,0.195837364,0.477827686
iucA,0.755296472,-0.404885047,0.195798257,0.477827686
mucD,1.04660962,0.065723424,0.19559528,0.477827686
nrdD,1.294974227,0.372923385,0.195811102,0.477827686
rplY,1.463996571,0.549912174,0.195886705,0.477827686
dcuR,0.313806016,-1.672055085,0.196126557,0.478182418
pepE,1.021691993,0.030960337,0.196473995,0.478568691
thiD,-0.054771204,NA,0.196433947,0.478568691
rplX,1.258504707,0.331710613,0.196764738,0.47864695
xadB,1.052271243,0.073506635,0.196669887,0.47864695
ycgD,1.020623469,0.029450722,0.196789682,0.47864695
yvdB,0.481949897,-1.053044922,0.196953668,0.47881583
queE,1.036563753,0.051808851,0.197367036,0.479590532
