x
0.009610959
0.001009994
0.023226518
0.503765009
2.22E-05
1.131605437
0.000311741
0.092796281
1.02E-05
0.027329498
7.12E-05
0.000866446
0.000383386
1.042400992
0.002344684
0.044258597
0.011809592
0.048440671
0.00010825
8.52E-05
3.78E-05
1.030677528
0.165486934
5.30E-08
5.25E-05
1.544654074
6.99E-05
0.000332055
0.366475829
0.002792047
0.00059002
0.021124829
6.42E-05
6.40E-06
0.001844318
0.059445394
0.002524205
0.016890784
0.000271556
0.821586865
0.011223214
0.955785757
5.99E-05
0.000346814
0.20593245
0.386413121
0.00010381
0.00012878
0.000478849
0.656304513
0.000441389
0.000116413
0.002247894
0.050779588
0.001770624
0.001685195
0.046074665
1.63E-05
0.000515521
0.107780667
0.072488612
0.000122046
4.39E-06
6.44E-06
0.024682481
2.73E-05
0.00315729
0.687055515
1.93E-07
0.039896907
0.018250526
0.34241266
0.112935933
0.157891057
0.002384815
0.000219335
0.032937516
0.161431558
0.001874987
0.011121168
0.800299587
0.001288015
0.268161599
0.00308945
0.0002756
0.039662704
0.195121801
0.000155785
0.390125997
0.009187359
7.95E-07
0.10726657
2.07E-05
0.000553676
0.004329581
0.050455628
0.015183913
0.115823115
0.500861831
0.070139768
0.001289323
0.251710722
4.98E-07
0.437895592
1.027184912
0.020031465
0.000334953
1.868102042
0.001803488
0.309212528
0.232530482
0.007402498
3.834007777
0.076882241
1.93E-06
0.003034691
0.006551706
0.006280061
0.000105265
0.598400579
0.019545117
0.017406542
6.21E-07
0.111971623
0.045823206
0.002418115
0.0763825
3.03E-05
0.0165294
3.93E-06
0.028246117
0.001664858
0.754863867
0.001317585
3.94E-05
0.146431603
0.039873077
0.035217999
3.43E-05
0.004604887
0.038044747
0.006468842
0.000885567
1.034697729
0.396908917
0.895665021
0.000154983
0.07145356
0.224798039
0.001095616
0.000124242
0.001725347
0.000838238
1.114383508
0.071644882
2.44E-05
0.093159911
0.022418878
0.001510557
0.441277318
0.000353922
9.26E-06
0.458576554
0.000239008
0.010761341
0.00102059
8.31E-05
0.001285189
0.003718191
0.170870486
0.028554315
0.000828864
0.001978211
9.14E-05
8.20E-05
7.41E-07
0.676236511
0.153517919
0.842944843
0.000700497
7.76E-05
4.588411514
